CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
34,34,34,34,33,59,59,34,59,34,1
255,146,126,170,94,89,80,60,257,174,0
57,118,15,16,89,98,218,99,142,161,0
96,4,27,92,214,99,152,199,259,193,0
11,221,247,49,107,71,127,155,37,53,0
125,251,158,263,232,152,203,157,269,153,0
31,83,169,42,234,88,196,204,251,222,0
155,146,82,108,67,111,12,86,157,45,0
108,174,146,73,203,268,124,19,179,1,0
30,201,150,113,201,98,126,263,269,104,0
136,226,104,135,10,141,206,42,21,181,0
213,92,105,163,171,132,164,73,102,2,0
47,1,56,63,165,257,173,145,105,275,0
123,123,19,209,173,131,126,278,195,252,0
137,135,146,92,232,224,268,64,262,203,0
19,268,41,3,279,151,122,30,1,26,0
144,65,115,169,176,174,135,90,51,233,0
153,179,140,32,121,88,276,96,73,42,0
60,92,23,99,191,33,119,53,161,53,0
241,26,191,181,122,134,236,198,138,217,0
222,35,273,17,219,261,102,157,51,25,0
206,172,163,258,197,235,227,224,164,101,0
29,161,64,133,10,91,91,271,99,195,0
49,180,249,48,144,4,185,185,117,30,0
256,37,103,83,278,145,58,217,138,11,0
211,187,122,134,139,141,149,158,114,102,0
120,155,129,166,49,147,51,183,147,200,0
185,208,278,209,233,131,18,163,10,152,0
224,160,191,139,157,64,93,265,276,132,0
83,232,151,18,13,76,66,154,181,5,0
140,94,150,190,90,264,110,113,210,198,0
216,261,241,217,115,250,177,12,11,211,0
203,71,66,73,5,274,98,89,168,135,0
154,156,120,256,26,29,0,224,92,215,0
146,278,57,12,193,147,125,250,67,124,0
1,167,278,28,83,174,181,209,92,274,0
54,150,38,55,44,153,7,272,189,91,0
110,266,87,269,169,120,51,274,217,128,0
222,103,234,235,96,158,147,81,43,58,0
62,106,170,253,157,26,219,221,258,140,0
67,6,152,95,76,121,27,198,85,49,0
153,48,270,30,124,104,15,267,85,48,0
228,185,62,14,7,135,227,273,202,113,0
246,172,95,213,198,176,94,165,252,185,0
90,102,98,151,176,255,32,116,61,173,0
60,125,187,195,277,242,40,271,109,263,0
228,88,192,5,260,107,253,59,32,237,0
104,221,269,75,65,279,47,141,141,195,0
103,169,238,174,69,27,122,272,195,178,0
189,90,269,46,20,186,24,150,263,202,0
94,190,154,207,259,157,169,133,248,164,0
165,136,57,258,255,13,69,29,15,223,0
178,140,153,149,130,23,101,240,46,24,0
210,19,229,122,71,179,1,111,22,278,0
158,241,196,216,184,54,177,128,48,126,0
137,9,18,128,4,148,214,208,88,259,0
57,54,113,120,184,8,83,108,129,255,0
20,236,189,150,136,278,174,47,73,97,0
137,209,147,178,175,36,106,259,206,180,0
265,222,63,35,152,23,156,25,273,87,0
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
42,42,42,42,36,34,33,42,34,42,1
224,47,239,165,138,258,115,111,183,178,0
204,230,228,82,2,167,21,146,200,118,0
181,223,12,173,34,149,19,115,124,27,0
126,143,234,156,187,227,256,214,2,206,0
257,35,277,234,230,69,154,68,48,175,0
232,89,135,150,124,181,31,30,119,143,0
52,57,93,209,19,218,181,52,260,272,0
248,168,263,190,224,16,194,103,22,268,0
148,254,216,160,113,268,213,242,35,51,0
62,193,33,143,211,25,182,132,95,202,0
273,267,186,184,205,158,137,150,268,219,0
131,212,277,77,18,279,254,157,117,199,0
208,40,206,188,198,26,76,218,105,104,0
247,163,164,179,44,243,110,112,252,15,0
249,165,245,103,62,134,60,82,219,109,0
101,137,131,240,130,276,64,44,220,160,0
47,64,56,218,23,188,97,21,88,160,0
246,151,165,137,79,201,269,102,90,14,0
11,73,12,75,120,41,30,4,114,156,0
86,152,163,65,62,178,193,147,30,25,0
13,146,25,233,138,148,262,160,116,161,0
86,197,275,276,220,18,218,141,222,26,0
216,3,207,133,59,95,94,49,131,227,0
14,27,170,146,243,195,166,161,14,53,0
49,91,229,52,22,58,218,265,55,41,0
254,49,207,71,218,76,265,53,74,82,0
68,217,63,104,171,11,31,40,5,108,0
90,47,30,63,132,263,48,248,130,69,0
266,240,99,77,154,75,100,185,234,248,0
120,41,21,127,3,204,37,90,257,212,0
274,90,31,152,104,18,181,67,158,200,0
127,113,222,200,31,122,270,243,17,231,0
42,60,59,129,52,3,174,114,2,259,0
109,275,137,46,185,124,275,0,134,154,0
171,144,238,10,33,11,184,244,150,11,0
165,3,181,109,151,8,164,177,277,142,0
94,2,247,209,63,92,227,16,107,253,0
186,257,11,76,179,99,37,70,97,79,0
175,40,139,72,255,15,272,105,226,219,0
84,118,279,82,68,42,63,184,66,271,0
188,228,173,85,211,230,129,121,247,37,0
214,151,204,125,96,146,164,229,34,176,0
201,119,239,83,232,232,39,10,70,159,0
242,246,106,115,164,128,254,28,37,184,0
115,148,171,104,33,239,127,111,16,37,0
121,217,166,128,113,235,21,56,75,101,0
87,68,158,137,25,76,273,247,161,194,0
122,3,70,254,21,134,211,200,213,88,0
7,216,186,72,4,162,47,218,137,22,0
70,247,30,235,235,35,268,228,82,15,0
239,34,158,134,26,208,30,237,221,262,0
270,180,276,245,72,65,159,194,269,243,0
137,70,68,236,192,25,244,0,1,62,0
10,266,133,218,154,198,219,54,52,193,0
235,188,61,76,93,7,39,56,28,187,0
198,259,258,91,199,96,144,225,263,261,0
26,0,173,102,110,21,261,199,39,268,0
178,206,202,175,23,63,20,89,19,1,0
238,265,55,198,254,66,100,168,67,71,0
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
1,35,35,35,2,43,40,35,42,35,1
126,94,277,28,55,62,174,71,129,180,0
145,101,212,177,213,26,272,7,78,200,0
184,80,273,48,187,78,202,23,80,94,0
92,103,149,30,228,39,116,29,66,173,0
219,74,140,199,182,236,41,177,187,192,0
47,96,242,89,162,173,271,178,234,174,0
78,7,207,14,177,258,84,93,217,161,0
133,266,102,260,222,236,5,92,33,136,0
237,103,36,117,174,32,141,51,239,4,0
90,234,194,263,137,143,46,5,257,177,0
32,132,252,146,72,246,9,169,123,101,0
130,60,146,127,119,226,22,130,92,14,0
30,240,46,192,272,67,198,150,56,36,0
167,40,231,132,250,193,66,102,83,1,0
270,276,87,216,13,181,140,52,40,113,0
230,67,210,67,266,260,204,245,0,248,0
34,2,18,198,113,228,235,68,139,37,0
158,170,265,107,164,64,155,77,257,55,0
183,154,276,205,100,65,25,10,90,2,0
157,8,9,100,38,271,34,232,12,190,0
45,10,263,102,208,15,94,8,192,194,0
73,7,95,169,44,16,3,61,193,206,0
103,87,49,242,264,253,46,191,198,203,0
256,227,77,255,66,10,95,77,240,45,0
151,185,120,272,221,163,138,273,137,147,0
12,203,62,86,159,122,180,18,0,177,0
129,179,164,112,246,184,243,42,90,199,0
279,10,101,165,121,253,275,218,8,98,0
19,49,192,110,258,29,83,85,193,206,0
150,139,160,83,187,176,29,74,246,25,0
229,267,94,11,270,250,34,123,119,67,0
85,41,52,8,119,67,161,134,154,238,0
50,46,70,255,118,55,249,119,278,272,0
31,229,61,91,1,13,261,134,237,150,0
75,275,202,242,153,22,166,214,103,263,0
263,273,109,181,242,186,78,203,179,161,0
172,143,265,96,141,189,133,115,47,2,0
151,98,37,132,229,247,38,159,73,218,0
230,154,270,203,43,184,279,263,174,235,0
124,155,76,139,146,239,233,251,269,57,0
216,108,4,98,0,172,226,270,54,198,0
132,109,27,141,28,54,147,59,265,243,0
50,67,201,16,74,135,36,213,173,99,0
182,35,275,24,72,19,257,13,276,42,0
238,224,107,129,115,74,44,112,215,273,0
148,99,20,263,5,52,105,87,165,192,0
189,136,67,206,109,202,127,217,58,93,0
239,127,98,256,186,11,209,119,59,189,0
179,158,228,217,97,35,132,140,62,104,0
167,274,21,189,40,253,1,204,125,264,0
88,22,135,42,101,27,261,254,233,279,0
148,55,245,208,69,137,158,19,267,123,0
5,246,167,128,114,88,50,188,213,181,0
150,172,24,70,49,110,180,157,144,48,0
255,5,268,180,167,16,115,129,118,267,0
29,125,57,44,1,126,230,180,76,200,0
154,47,110,152,101,55,81,175,147,273,0
214,171,95,127,86,263,126,100,177,3,0
21,7,255,230,175,39,209,95,23,124,0
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
59,34,34,34,2,2,2,34,5,34,1
35,180,271,30,128,25,219,23,90,162,0
93,179,37,20,126,24,62,109,261,168,0
61,236,191,187,236,131,91,34,75,137,0
72,278,42,156,150,255,186,267,174,81,0
256,194,215,56,207,255,206,52,137,185,0
241,47,97,96,208,67,80,15,8,2,0
107,174,197,229,5,276,164,125,46,210,0
51,136,8,67,61,99,73,175,101,127,0
98,15,150,174,275,18,228,36,0,262,0
219,58,245,163,99,277,57,73,100,237,0
138,74,212,274,29,161,178,25,119,9,0
142,173,134,251,231,152,269,168,88,232,0
32,189,96,247,164,196,68,226,33,46,0
156,75,0,22,231,66,139,209,211,30,0
45,194,213,145,160,34,145,162,4,116,0
119,116,274,22,186,68,270,100,214,248,0
178,239,5,34,173,19,118,44,79,134,0
132,109,255,219,78,33,172,95,136,127,0
228,27,253,269,268,279,190,78,181,88,0
36,235,231,225,14,79,133,125,159,275,0
61,148,8,19,145,27,197,64,135,206,0
159,212,97,9,78,93,258,68,144,96,0
94,36,202,127,277,38,193,69,148,159,0
269,37,271,152,260,43,23,245,135,210,0
84,3,235,245,279,209,54,217,223,248,0
131,183,198,268,68,24,175,197,195,265,0
46,271,77,109,51,132,251,58,133,92,0
215,3,71,163,7,109,66,64,145,214,0
183,22,276,47,111,4,102,178,201,79,0
143,142,23,31,177,263,197,86,67,139,0
134,85,256,79,141,9,89,264,246,179,0
252,278,111,173,158,179,198,239,228,217,0
88,162,26,256,66,84,15,31,40,42,0
5,259,264,164,152,123,202,249,163,107,0
102,227,241,215,10,118,102,279,79,66,0
243,153,55,72,160,237,197,242,17,73,0
136,106,64,173,77,28,3,17,57,240,0
1,42,264,207,102,11,93,231,272,96,0
30,121,206,182,26,128,180,151,266,52,0
77,145,82,20,214,262,91,163,51,86,0
94,25,8,16,142,193,54,40,59,267,0
232,170,143,160,25,196,38,83,259,266,0
143,143,174,267,249,251,76,9,20,107,0
125,70,102,176,44,249,182,247,197,144,0
16,142,233,184,189,227,136,191,134,55,0
185,195,38,160,193,75,114,124,181,187,0
189,9,158,141,84,33,201,51,10,251,0
7,113,25,189,200,206,142,93,279,180,0
127,31,25,197,228,120,104,189,168,250,0
271,31,154,192,1,39,252,177,106,199,0
87,97,1,5,241,275,176,218,276,235,0
10,37,68,7,64,229,253,78,152,278,0
239,225,211,58,7,214,146,201,115,67,0
156,259,145,143,61,58,212,100,6,29,0
157,9,262,103,82,132,50,71,237,269,0
86,224,108,229,120,24,248,253,213,245,0
252,147,154,51,204,271,241,211,127,268,0
14,278,227,83,165,263,260,105,234,142,0
208,152,117,24,186,27,56,180,241,18,0
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
59,34,34,34,2,2,59,34,59,34,1
70,240,188,158,241,170,212,126,56,156,0
22,112,4,182,219,220,229,183,54,82,0
125,166,138,76,249,74,173,213,208,274,0
93,105,177,143,142,158,117,125,157,240,0
254,56,92,51,195,76,25,241,9,228,0
229,27,151,132,175,52,206,226,66,106,0
275,63,58,261,107,180,78,74,66,183,0
42,25,207,125,13,73,232,9,25,30,0
197,19,228,1,11,188,242,166,120,157,0
157,211,206,215,218,60,255,125,57,67,0
131,93,105,52,112,38,181,127,70,228,0
239,23,277,278,144,23,126,65,217,180,0
100,109,129,78,261,269,99,232,176,172,0
2,199,21,67,188,199,163,7,49,224,0
138,63,263,127,214,171,12,82,180,31,0
78,60,60,271,202,54,163,22,55,110,0
20,71,158,25,83,36,145,196,190,180,0
189,264,16,118,165,220,202,268,12,68,0
144,252,159,103,174,176,125,263,221,125,0
195,98,127,112,272,149,194,52,210,175,0
228,81,204,107,171,6,77,120,127,167,0
189,19,55,177,270,108,133,90,261,6,0
95,6,91,231,11,221,237,79,174,104,0
84,46,105,65,146,102,272,74,234,144,0
184,198,258,98,109,5,120,254,245,243,0
198,45,213,191,43,26,77,168,64,276,0
146,83,27,195,249,234,35,108,211,95,0
234,175,273,271,136,126,245,233,145,80,0
154,157,189,59,170,89,103,263,34,95,0
221,143,243,115,180,83,176,183,244,169,0
23,161,71,227,142,77,242,121,228,188,0
213,199,233,150,37,161,18,243,91,10,0
141,229,241,69,173,9,232,162,67,197,0
217,66,257,243,46,254,140,219,188,9,0
157,255,168,119,260,128,203,69,155,47,0
147,79,210,269,151,240,43,187,30,148,0
196,246,77,58,269,26,219,197,269,231,0
67,162,230,201,206,123,17,1,178,74,0
159,97,35,225,85,37,179,126,131,189,0
41,229,121,215,252,117,174,105,195,4,0
111,156,146,134,169,268,218,1,19,35,0
46,132,226,62,102,134,10,112,106,2,0
278,26,277,72,197,108,243,63,193,149,0
16,63,205,221,86,203,242,244,66,51,0
110,20,180,103,154,153,202,200,214,177,0
40,89,123,175,13,194,28,9,213,133,0
138,225,142,217,219,200,50,228,118,46,0
129,158,262,191,175,72,25,119,193,171,0
51,54,47,77,220,103,127,231,42,34,0
254,114,4,249,91,79,213,104,18,93,0
73,222,98,21,151,64,172,186,203,220,0
240,157,231,138,278,141,29,223,221,130,0
116,147,203,242,212,275,82,117,143,97,0
19,275,191,103,138,6,278,2,198,138,0
5,91,267,200,149,233,238,34,212,34,0
212,233,260,57,263,74,134,248,175,119,0
38,223,97,193,179,157,102,187,53,3,0
186,258,75,248,182,273,257,175,165,249,0
178,237,256,150,192,246,199,84,197,135,0
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
1,42,42,42,34,34,34,42,2,42,1
197,208,268,14,278,3,185,181,248,73,0
82,174,227,168,233,104,45,148,135,128,0
78,263,134,83,30,70,123,23,246,183,0
246,58,242,85,63,18,176,270,271,83,0
101,212,136,263,5,128,266,135,12,149,0
243,200,262,56,74,177,136,277,153,129,0
33,28,268,29,152,3,146,159,195,117,0
87,154,129,168,123,10,117,252,11,136,0
95,135,90,139,120,230,43,82,146,62,0
118,238,267,257,61,69,108,83,265,17,0
178,236,246,7,31,72,247,234,198,194,0
136,168,258,39,7,181,137,135,253,83,0
194,278,262,259,88,0,219,245,274,244,0
40,164,49,247,255,109,37,89,153,189,0
92,37,252,58,80,97,21,18,252,134,0
67,88,35,89,246,277,213,112,74,18,0
206,208,108,148,205,179,127,273,46,151,0
67,126,116,193,124,27,71,33,234,166,0
269,143,2,116,169,35,120,6,21,242,0
63,64,140,45,175,85,33,171,130,86,0
29,150,115,257,233,187,91,86,57,275,0
113,205,225,263,222,123,191,8,210,204,0
196,204,206,226,104,244,127,243,257,219,0
67,217,240,122,124,274,88,110,78,0,0
20,98,167,235,59,192,226,82,75,227,0
