idunico,CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
579,57,28,50,55,213,76,120,238,231,175,0
580,33,145,225,198,196,242,92,60,271,269,0
581,18,16,138,21,184,159,129,217,22,278,0
582,76,262,253,149,77,246,20,103,62,78,0
583,46,237,212,133,163,74,12,40,113,177,0
584,88,74,72,3,181,9,207,6,148,260,0
585,54,39,148,136,57,7,97,42,53,83,0
586,99,31,258,261,85,183,85,24,279,143,0
587,49,97,251,198,226,34,265,175,29,88,0
588,63,29,39,44,161,118,57,30,105,238,0
589,69,84,170,140,7,11,71,169,251,109,0
590,179,213,103,160,172,83,172,104,170,269,0
591,34,34,34,34,33,59,59,34,59,34,1
592,34,34,34,34,33,59,59,34,59,34,1
593,34,34,34,34,33,59,59,34,59,34,1
594,34,34,34,34,33,59,59,34,59,34,1
595,34,34,34,34,33,59,59,34,59,34,1
596,34,34,34,34,33,59,59,34,59,34,1
597,34,34,34,34,33,59,59,34,59,34,1
598,34,34,34,34,33,59,59,34,59,34,1
599,34,34,34,34,33,59,59,34,59,34,1
600,34,34,34,34,33,59,59,34,59,34,1
601,34,34,34,34,33,59,59,34,59,34,1
602,34,34,34,34,33,59,59,34,59,34,1
603,34,34,34,34,33,59,59,34,59,34,1
604,34,34,34,34,33,59,59,34,59,34,1
605,34,34,34,34,33,59,59,34,59,34,1
606,34,34,34,34,33,59,59,34,59,34,1
607,34,34,34,34,33,59,59,34,59,34,1
608,34,34,34,34,33,59,59,34,59,34,1
609,34,34,34,34,33,59,59,34,59,34,1
610,34,34,34,34,33,59,59,34,59,34,1
611,34,34,34,34,33,59,59,34,59,34,1
612,34,34,34,34,33,59,59,34,59,34,1
613,34,34,34,34,33,59,59,34,59,34,1
614,34,34,34,34,33,59,59,34,59,34,1
615,34,34,34,34,33,59,59,34,59,34,1
616,34,34,34,34,33,59,59,34,59,34,1
617,34,34,34,34,33,59,59,34,59,34,1
618,34,34,34,34,33,59,59,34,59,34,1
619,34,34,34,34,33,59,59,34,59,34,1
620,34,34,34,34,33,59,59,34,59,34,1
621,34,34,34,34,33,59,59,34,59,34,1
622,34,34,34,34,33,59,59,34,59,34,1
623,34,34,34,34,33,59,59,34,59,34,1
624,34,34,34,34,33,59,59,34,59,34,1
625,34,34,34,34,33,59,59,34,59,34,1
626,34,34,34,34,33,59,59,34,59,34,1
627,34,34,34,34,33,59,59,34,59,34,1
628,34,34,34,34,33,59,59,34,59,34,1
629,34,34,34,34,33,59,59,34,59,34,1
630,34,34,34,34,33,59,59,34,59,34,1
631,34,34,34,34,33,59,59,34,59,34,1
632,34,34,34,34,33,59,59,34,59,34,1
633,34,34,34,34,33,59,59,34,59,34,1
634,34,34,34,34,33,59,59,34,59,34,1
635,34,34,34,34,33,59,59,34,59,34,1
636,34,34,34,34,33,59,59,34,59,34,1
637,34,34,34,34,33,59,59,34,59,34,1
638,34,34,34,34,33,59,59,34,59,34,1
639,34,34,34,34,33,59,59,34,59,34,1
640,34,34,34,34,33,59,59,34,59,34,1
641,34,34,34,34,33,59,59,34,59,34,1
642,34,34,34,34,33,59,59,34,59,34,1
643,34,34,34,34,33,59,59,34,59,34,1
644,34,34,34,34,33,59,59,34,59,34,1
645,34,34,34,34,33,59,59,34,59,34,1
646,34,34,34,34,33,59,59,34,59,34,1
647,34,34,34,34,33,59,59,34,59,34,1
648,34,34,34,34,33,59,59,34,59,34,1
649,34,34,34,34,33,59,59,34,59,34,1
650,255,146,126,170,94,89,80,60,257,174,0
651,57,118,15,16,89,98,218,99,142,161,0
652,96,4,27,92,214,99,152,199,259,193,0
653,11,221,247,49,107,71,127,155,37,53,0
654,125,251,158,263,232,152,203,157,269,153,0
655,31,83,169,42,234,88,196,204,251,222,0
656,155,146,82,108,67,111,12,86,157,45,0
657,108,174,146,73,203,268,124,19,179,1,0
658,30,201,150,113,201,98,126,263,269,104,0
659,136,226,104,135,10,141,206,42,21,181,0
660,213,92,105,163,171,132,164,73,102,2,0
661,47,1,56,63,165,257,173,145,105,275,0
662,123,123,19,209,173,131,126,278,195,252,0
663,137,135,146,92,232,224,268,64,262,203,0
664,19,268,41,3,279,151,122,30,1,26,0
665,144,65,115,169,176,174,135,90,51,233,0
666,153,179,140,32,121,88,276,96,73,42,0
667,60,92,23,99,191,33,119,53,161,53,0
668,241,26,191,181,122,134,236,198,138,217,0
669,222,35,273,17,219,261,102,157,51,25,0
670,206,172,163,258,197,235,227,224,164,101,0
671,29,161,64,133,10,91,91,271,99,195,0
672,49,180,249,48,144,4,185,185,117,30,0
673,256,37,103,83,278,145,58,217,138,11,0
674,211,187,122,134,139,141,149,158,114,102,0
675,120,155,129,166,49,147,51,183,147,200,0
676,185,208,278,209,233,131,18,163,10,152,0
677,224,160,191,139,157,64,93,265,276,132,0
678,83,232,151,18,13,76,66,154,181,5,0
679,140,94,150,190,90,264,110,113,210,198,0
680,216,261,241,217,115,250,177,12,11,211,0
681,203,71,66,73,5,274,98,89,168,135,0
682,154,156,120,256,26,29,0,224,92,215,0
683,146,278,57,12,193,147,125,250,67,124,0
684,1,167,278,28,83,174,181,209,92,274,0
685,54,150,38,55,44,153,7,272,189,91,0
686,110,266,87,269,169,120,51,274,217,128,0
687,222,103,234,235,96,158,147,81,43,58,0
688,62,106,170,253,157,26,219,221,258,140,0
689,67,6,152,95,76,121,27,198,85,49,0
690,153,48,270,30,124,104,15,267,85,48,0
691,228,185,62,14,7,135,227,273,202,113,0
692,246,172,95,213,198,176,94,165,252,185,0
693,90,102,98,151,176,255,32,116,61,173,0
694,60,125,187,195,277,242,40,271,109,263,0
695,228,88,192,5,260,107,253,59,32,237,0
696,104,221,269,75,65,279,47,141,141,195,0
697,103,169,238,174,69,27,122,272,195,178,0
698,189,90,269,46,20,186,24,150,263,202,0
699,94,190,154,207,259,157,169,133,248,164,0
700,165,136,57,258,255,13,69,29,15,223,0
701,178,140,153,149,130,23,101,240,46,24,0
702,210,19,229,122,71,179,1,111,22,278,0
703,158,241,196,216,184,54,177,128,48,126,0
704,137,9,18,128,4,148,214,208,88,259,0
705,57,54,113,120,184,8,83,108,129,255,0
706,20,236,189,150,136,278,174,47,73,97,0
707,137,209,147,178,175,36,106,259,206,180,0
708,265,222,63,35,152,23,156,25,273,87,0
709,42,42,42,42,36,34,33,42,34,42,1
710,42,42,42,42,36,34,33,42,34,42,1
711,42,42,42,42,36,34,33,42,34,42,1
712,42,42,42,42,36,34,33,42,34,42,1
713,42,42,42,42,36,34,33,42,34,42,1
714,42,42,42,42,36,34,33,42,34,42,1
715,42,42,42,42,36,34,33,42,34,42,1
716,42,42,42,42,36,34,33,42,34,42,1
717,42,42,42,42,36,34,33,42,34,42,1
718,42,42,42,42,36,34,33,42,34,42,1
719,42,42,42,42,36,34,33,42,34,42,1
720,42,42,42,42,36,34,33,42,34,42,1
721,42,42,42,42,36,34,33,42,34,42,1
722,42,42,42,42,36,34,33,42,34,42,1
723,42,42,42,42,36,34,33,42,34,42,1
724,42,42,42,42,36,34,33,42,34,42,1
725,42,42,42,42,36,34,33,42,34,42,1
726,42,42,42,42,36,34,33,42,34,42,1
727,42,42,42,42,36,34,33,42,34,42,1
728,42,42,42,42,36,34,33,42,34,42,1
729,42,42,42,42,36,34,33,42,34,42,1
730,42,42,42,42,36,34,33,42,34,42,1
731,42,42,42,42,36,34,33,42,34,42,1
732,42,42,42,42,36,34,33,42,34,42,1
733,42,42,42,42,36,34,33,42,34,42,1
734,42,42,42,42,36,34,33,42,34,42,1
735,42,42,42,42,36,34,33,42,34,42,1
736,42,42,42,42,36,34,33,42,34,42,1
737,42,42,42,42,36,34,33,42,34,42,1
738,42,42,42,42,36,34,33,42,34,42,1
739,42,42,42,42,36,34,33,42,34,42,1
740,42,42,42,42,36,34,33,42,34,42,1
741,42,42,42,42,36,34,33,42,34,42,1
742,42,42,42,42,36,34,33,42,34,42,1
743,42,42,42,42,36,34,33,42,34,42,1
744,42,42,42,42,36,34,33,42,34,42,1
745,42,42,42,42,36,34,33,42,34,42,1
746,42,42,42,42,36,34,33,42,34,42,1
747,42,42,42,42,36,34,33,42,34,42,1
748,42,42,42,42,36,34,33,42,34,42,1
749,42,42,42,42,36,34,33,42,34,42,1
750,42,42,42,42,36,34,33,42,34,42,1
751,42,42,42,42,36,34,33,42,34,42,1
752,42,42,42,42,36,34,33,42,34,42,1
753,42,42,42,42,36,34,33,42,34,42,1
754,42,42,42,42,36,34,33,42,34,42,1
755,42,42,42,42,36,34,33,42,34,42,1
756,42,42,42,42,36,34,33,42,34,42,1
757,42,42,42,42,36,34,33,42,34,42,1
758,42,42,42,42,36,34,33,42,34,42,1
759,42,42,42,42,36,34,33,42,34,42,1
760,42,42,42,42,36,34,33,42,34,42,1
761,42,42,42,42,36,34,33,42,34,42,1
762,42,42,42,42,36,34,33,42,34,42,1
763,42,42,42,42,36,34,33,42,34,42,1
764,42,42,42,42,36,34,33,42,34,42,1
765,42,42,42,42,36,34,33,42,34,42,1
766,42,42,42,42,36,34,33,42,34,42,1
767,42,42,42,42,36,34,33,42,34,42,1
768,224,47,239,165,138,258,115,111,183,178,0
769,204,230,228,82,2,167,21,146,200,118,0
770,181,223,12,173,34,149,19,115,124,27,0
771,126,143,234,156,187,227,256,214,2,206,0
772,257,35,277,234,230,69,154,68,48,175,0
773,232,89,135,150,124,181,31,30,119,143,0
774,52,57,93,209,19,218,181,52,260,272,0
775,248,168,263,190,224,16,194,103,22,268,0
776,148,254,216,160,113,268,213,242,35,51,0
777,62,193,33,143,211,25,182,132,95,202,0
778,273,267,186,184,205,158,137,150,268,219,0
779,131,212,277,77,18,279,254,157,117,199,0
780,208,40,206,188,198,26,76,218,105,104,0
781,247,163,164,179,44,243,110,112,252,15,0
782,249,165,245,103,62,134,60,82,219,109,0
783,101,137,131,240,130,276,64,44,220,160,0
784,47,64,56,218,23,188,97,21,88,160,0
785,246,151,165,137,79,201,269,102,90,14,0
786,11,73,12,75,120,41,30,4,114,156,0
787,86,152,163,65,62,178,193,147,30,25,0
788,13,146,25,233,138,148,262,160,116,161,0
789,86,197,275,276,220,18,218,141,222,26,0
790,216,3,207,133,59,95,94,49,131,227,0
791,14,27,170,146,243,195,166,161,14,53,0
792,49,91,229,52,22,58,218,265,55,41,0
793,254,49,207,71,218,76,265,53,74,82,0
794,68,217,63,104,171,11,31,40,5,108,0
795,90,47,30,63,132,263,48,248,130,69,0
796,266,240,99,77,154,75,100,185,234,248,0
797,120,41,21,127,3,204,37,90,257,212,0
798,274,90,31,152,104,18,181,67,158,200,0
799,127,113,222,200,31,122,270,243,17,231,0
800,42,60,59,129,52,3,174,114,2,259,0
801,109,275,137,46,185,124,275,0,134,154,0
802,171,144,238,10,33,11,184,244,150,11,0
803,165,3,181,109,151,8,164,177,277,142,0
804,94,2,247,209,63,92,227,16,107,253,0
805,186,257,11,76,179,99,37,70,97,79,0
806,175,40,139,72,255,15,272,105,226,219,0
807,84,118,279,82,68,42,63,184,66,271,0
808,188,228,173,85,211,230,129,121,247,37,0
809,214,151,204,125,96,146,164,229,34,176,0
810,201,119,239,83,232,232,39,10,70,159,0
811,242,246,106,115,164,128,254,28,37,184,0
812,115,148,171,104,33,239,127,111,16,37,0
813,121,217,166,128,113,235,21,56,75,101,0
814,87,68,158,137,25,76,273,247,161,194,0
815,122,3,70,254,21,134,211,200,213,88,0
816,7,216,186,72,4,162,47,218,137,22,0
817,70,247,30,235,235,35,268,228,82,15,0
818,239,34,158,134,26,208,30,237,221,262,0
819,270,180,276,245,72,65,159,194,269,243,0
820,137,70,68,236,192,25,244,0,1,62,0
821,10,266,133,218,154,198,219,54,52,193,0
822,235,188,61,76,93,7,39,56,28,187,0
823,198,259,258,91,199,96,144,225,263,261,0
824,26,0,173,102,110,21,261,199,39,268,0
825,178,206,202,175,23,63,20,89,19,1,0
826,238,265,55,198,254,66,100,168,67,71,0
827,1,35,35,35,2,43,40,35,42,35,1
828,1,35,35,35,2,43,40,35,42,35,1
829,1,35,35,35,2,43,40,35,42,35,1
830,1,35,35,35,2,43,40,35,42,35,1
831,1,35,35,35,2,43,40,35,42,35,1
832,1,35,35,35,2,43,40,35,42,35,1
833,1,35,35,35,2,43,40,35,42,35,1
834,1,35,35,35,2,43,40,35,42,35,1
835,1,35,35,35,2,43,40,35,42,35,1
836,1,35,35,35,2,43,40,35,42,35,1
837,1,35,35,35,2,43,40,35,42,35,1
838,1,35,35,35,2,43,40,35,42,35,1
839,1,35,35,35,2,43,40,35,42,35,1
840,1,35,35,35,2,43,40,35,42,35,1
841,1,35,35,35,2,43,40,35,42,35,1
842,1,35,35,35,2,43,40,35,42,35,1
843,1,35,35,35,2,43,40,35,42,35,1
844,1,35,35,35,2,43,40,35,42,35,1
845,1,35,35,35,2,43,40,35,42,35,1
846,1,35,35,35,2,43,40,35,42,35,1
847,1,35,35,35,2,43,40,35,42,35,1
848,1,35,35,35,2,43,40,35,42,35,1
849,1,35,35,35,2,43,40,35,42,35,1
850,1,35,35,35,2,43,40,35,42,35,1
851,1,35,35,35,2,43,40,35,42,35,1
852,1,35,35,35,2,43,40,35,42,35,1
853,1,35,35,35,2,43,40,35,42,35,1
854,1,35,35,35,2,43,40,35,42,35,1
855,1,35,35,35,2,43,40,35,42,35,1
856,1,35,35,35,2,43,40,35,42,35,1
857,1,35,35,35,2,43,40,35,42,35,1
858,1,35,35,35,2,43,40,35,42,35,1
859,1,35,35,35,2,43,40,35,42,35,1
860,1,35,35,35,2,43,40,35,42,35,1
861,1,35,35,35,2,43,40,35,42,35,1
862,1,35,35,35,2,43,40,35,42,35,1
863,1,35,35,35,2,43,40,35,42,35,1
864,1,35,35,35,2,43,40,35,42,35,1
865,1,35,35,35,2,43,40,35,42,35,1
866,1,35,35,35,2,43,40,35,42,35,1
867,1,35,35,35,2,43,40,35,42,35,1
868,1,35,35,35,2,43,40,35,42,35,1
869,1,35,35,35,2,43,40,35,42,35,1
870,1,35,35,35,2,43,40,35,42,35,1
871,1,35,35,35,2,43,40,35,42,35,1
872,1,35,35,35,2,43,40,35,42,35,1
873,1,35,35,35,2,43,40,35,42,35,1
874,1,35,35,35,2,43,40,35,42,35,1
875,1,35,35,35,2,43,40,35,42,35,1
876,1,35,35,35,2,43,40,35,42,35,1
877,1,35,35,35,2,43,40,35,42,35,1
878,1,35,35,35,2,43,40,35,42,35,1
879,1,35,35,35,2,43,40,35,42,35,1
880,1,35,35,35,2,43,40,35,42,35,1
881,1,35,35,35,2,43,40,35,42,35,1
882,1,35,35,35,2,43,40,35,42,35,1
883,1,35,35,35,2,43,40,35,42,35,1
884,1,35,35,35,2,43,40,35,42,35,1
885,1,35,35,35,2,43,40,35,42,35,1
886,126,94,277,28,55,62,174,71,129,180,0
887,145,101,212,177,213,26,272,7,78,200,0
888,184,80,273,48,187,78,202,23,80,94,0
889,92,103,149,30,228,39,116,29,66,173,0
890,219,74,140,199,182,236,41,177,187,192,0
891,47,96,242,89,162,173,271,178,234,174,0
892,78,7,207,14,177,258,84,93,217,161,0
893,133,266,102,260,222,236,5,92,33,136,0
894,237,103,36,117,174,32,141,51,239,4,0
895,90,234,194,263,137,143,46,5,257,177,0
896,32,132,252,146,72,246,9,169,123,101,0
897,130,60,146,127,119,226,22,130,92,14,0
898,30,240,46,192,272,67,198,150,56,36,0
899,167,40,231,132,250,193,66,102,83,1,0
900,270,276,87,216,13,181,140,52,40,113,0
901,230,67,210,67,266,260,204,245,0,248,0
902,34,2,18,198,113,228,235,68,139,37,0
903,158,170,265,107,164,64,155,77,257,55,0
904,183,154,276,205,100,65,25,10,90,2,0
905,157,8,9,100,38,271,34,232,12,190,0
906,45,10,263,102,208,15,94,8,192,194,0
907,73,7,95,169,44,16,3,61,193,206,0
908,103,87,49,242,264,253,46,191,198,203,0
909,256,227,77,255,66,10,95,77,240,45,0
910,151,185,120,272,221,163,138,273,137,147,0
911,12,203,62,86,159,122,180,18,0,177,0
912,129,179,164,112,246,184,243,42,90,199,0
913,279,10,101,165,121,253,275,218,8,98,0
914,19,49,192,110,258,29,83,85,193,206,0
915,150,139,160,83,187,176,29,74,246,25,0
916,229,267,94,11,270,250,34,123,119,67,0
917,85,41,52,8,119,67,161,134,154,238,0
918,50,46,70,255,118,55,249,119,278,272,0
919,31,229,61,91,1,13,261,134,237,150,0
920,75,275,202,242,153,22,166,214,103,263,0
921,263,273,109,181,242,186,78,203,179,161,0
922,172,143,265,96,141,189,133,115,47,2,0
923,151,98,37,132,229,247,38,159,73,218,0
924,230,154,270,203,43,184,279,263,174,235,0
925,124,155,76,139,146,239,233,251,269,57,0
926,216,108,4,98,0,172,226,270,54,198,0
927,132,109,27,141,28,54,147,59,265,243,0
928,50,67,201,16,74,135,36,213,173,99,0
929,182,35,275,24,72,19,257,13,276,42,0
930,238,224,107,129,115,74,44,112,215,273,0
931,148,99,20,263,5,52,105,87,165,192,0
932,189,136,67,206,109,202,127,217,58,93,0
933,239,127,98,256,186,11,209,119,59,189,0
934,179,158,228,217,97,35,132,140,62,104,0
935,167,274,21,189,40,253,1,204,125,264,0
936,88,22,135,42,101,27,261,254,233,279,0
937,148,55,245,208,69,137,158,19,267,123,0
938,5,246,167,128,114,88,50,188,213,181,0
939,150,172,24,70,49,110,180,157,144,48,0
940,255,5,268,180,167,16,115,129,118,267,0
941,29,125,57,44,1,126,230,180,76,200,0
942,154,47,110,152,101,55,81,175,147,273,0
943,214,171,95,127,86,263,126,100,177,3,0
944,21,7,255,230,175,39,209,95,23,124,0
945,59,34,34,34,2,2,2,34,5,34,1
946,59,34,34,34,2,2,2,34,5,34,1
947,59,34,34,34,2,2,2,34,5,34,1
948,59,34,34,34,2,2,2,34,5,34,1
949,59,34,34,34,2,2,2,34,5,34,1
950,59,34,34,34,2,2,2,34,5,34,1
951,59,34,34,34,2,2,2,34,5,34,1
952,59,34,34,34,2,2,2,34,5,34,1
953,59,34,34,34,2,2,2,34,5,34,1
954,59,34,34,34,2,2,2,34,5,34,1
955,59,34,34,34,2,2,2,34,5,34,1
956,59,34,34,34,2,2,2,34,5,34,1
957,59,34,34,34,2,2,2,34,5,34,1
958,59,34,34,34,2,2,2,34,5,34,1
959,59,34,34,34,2,2,2,34,5,34,1
960,59,34,34,34,2,2,2,34,5,34,1
961,59,34,34,34,2,2,2,34,5,34,1
962,59,34,34,34,2,2,2,34,5,34,1
963,59,34,34,34,2,2,2,34,5,34,1
964,59,34,34,34,2,2,2,34,5,34,1
965,59,34,34,34,2,2,2,34,5,34,1
966,59,34,34,34,2,2,2,34,5,34,1
967,59,34,34,34,2,2,2,34,5,34,1
968,59,34,34,34,2,2,2,34,5,34,1
969,59,34,34,34,2,2,2,34,5,34,1
970,59,34,34,34,2,2,2,34,5,34,1
971,59,34,34,34,2,2,2,34,5,34,1
972,59,34,34,34,2,2,2,34,5,34,1
973,59,34,34,34,2,2,2,34,5,34,1
974,59,34,34,34,2,2,2,34,5,34,1
975,59,34,34,34,2,2,2,34,5,34,1
976,59,34,34,34,2,2,2,34,5,34,1
977,59,34,34,34,2,2,2,34,5,34,1
978,59,34,34,34,2,2,2,34,5,34,1
979,59,34,34,34,2,2,2,34,5,34,1
980,59,34,34,34,2,2,2,34,5,34,1
981,59,34,34,34,2,2,2,34,5,34,1
982,59,34,34,34,2,2,2,34,5,34,1
983,59,34,34,34,2,2,2,34,5,34,1
984,59,34,34,34,2,2,2,34,5,34,1
985,59,34,34,34,2,2,2,34,5,34,1
986,59,34,34,34,2,2,2,34,5,34,1
987,59,34,34,34,2,2,2,34,5,34,1
988,59,34,34,34,2,2,2,34,5,34,1
989,59,34,34,34,2,2,2,34,5,34,1
990,59,34,34,34,2,2,2,34,5,34,1
991,59,34,34,34,2,2,2,34,5,34,1
992,59,34,34,34,2,2,2,34,5,34,1
993,59,34,34,34,2,2,2,34,5,34,1
994,59,34,34,34,2,2,2,34,5,34,1
995,59,34,34,34,2,2,2,34,5,34,1
996,59,34,34,34,2,2,2,34,5,34,1
997,59,34,34,34,2,2,2,34,5,34,1
998,59,34,34,34,2,2,2,34,5,34,1
999,59,34,34,34,2,2,2,34,5,34,1
1000,59,34,34,34,2,2,2,34,5,34,1
1001,59,34,34,34,2,2,2,34,5,34,1
1002,59,34,34,34,2,2,2,34,5,34,1
1003,59,34,34,34,2,2,2,34,5,34,1
1004,35,180,271,30,128,25,219,23,90,162,0
1005,93,179,37,20,126,24,62,109,261,168,0
1006,61,236,191,187,236,131,91,34,75,137,0
1007,72,278,42,156,150,255,186,267,174,81,0
1008,256,194,215,56,207,255,206,52,137,185,0
1009,241,47,97,96,208,67,80,15,8,2,0
1010,107,174,197,229,5,276,164,125,46,210,0
1011,51,136,8,67,61,99,73,175,101,127,0
1012,98,15,150,174,275,18,228,36,0,262,0
1013,219,58,245,163,99,277,57,73,100,237,0
1014,138,74,212,274,29,161,178,25,119,9,0
1015,142,173,134,251,231,152,269,168,88,232,0
1016,32,189,96,247,164,196,68,226,33,46,0
1017,156,75,0,22,231,66,139,209,211,30,0
1018,45,194,213,145,160,34,145,162,4,116,0
1019,119,116,274,22,186,68,270,100,214,248,0
1020,178,239,5,34,173,19,118,44,79,134,0
1021,132,109,255,219,78,33,172,95,136,127,0
1022,228,27,253,269,268,279,190,78,181,88,0
1023,36,235,231,225,14,79,133,125,159,275,0
1024,61,148,8,19,145,27,197,64,135,206,0
1025,159,212,97,9,78,93,258,68,144,96,0
1026,94,36,202,127,277,38,193,69,148,159,0
1027,269,37,271,152,260,43,23,245,135,210,0
1028,84,3,235,245,279,209,54,217,223,248,0
1029,131,183,198,268,68,24,175,197,195,265,0
1030,46,271,77,109,51,132,251,58,133,92,0
1031,215,3,71,163,7,109,66,64,145,214,0
1032,183,22,276,47,111,4,102,178,201,79,0
1033,143,142,23,31,177,263,197,86,67,139,0
1034,134,85,256,79,141,9,89,264,246,179,0
1035,252,278,111,173,158,179,198,239,228,217,0
1036,88,162,26,256,66,84,15,31,40,42,0
1037,5,259,264,164,152,123,202,249,163,107,0
1038,102,227,241,215,10,118,102,279,79,66,0
1039,243,153,55,72,160,237,197,242,17,73,0
1040,136,106,64,173,77,28,3,17,57,240,0
1041,1,42,264,207,102,11,93,231,272,96,0
1042,30,121,206,182,26,128,180,151,266,52,0
1043,77,145,82,20,214,262,91,163,51,86,0
1044,94,25,8,16,142,193,54,40,59,267,0
1045,232,170,143,160,25,196,38,83,259,266,0
1046,143,143,174,267,249,251,76,9,20,107,0
1047,125,70,102,176,44,249,182,247,197,144,0
1048,16,142,233,184,189,227,136,191,134,55,0
1049,185,195,38,160,193,75,114,124,181,187,0
1050,189,9,158,141,84,33,201,51,10,251,0
1051,7,113,25,189,200,206,142,93,279,180,0
1052,127,31,25,197,228,120,104,189,168,250,0
1053,271,31,154,192,1,39,252,177,106,199,0
1054,87,97,1,5,241,275,176,218,276,235,0
1055,10,37,68,7,64,229,253,78,152,278,0
1056,239,225,211,58,7,214,146,201,115,67,0
1057,156,259,145,143,61,58,212,100,6,29,0
1058,157,9,262,103,82,132,50,71,237,269,0
1059,86,224,108,229,120,24,248,253,213,245,0
1060,252,147,154,51,204,271,241,211,127,268,0
1061,14,278,227,83,165,263,260,105,234,142,0
1062,208,152,117,24,186,27,56,180,241,18,0
1063,59,34,34,34,2,2,59,34,59,34,1
1064,59,34,34,34,2,2,59,34,59,34,1
1065,59,34,34,34,2,2,59,34,59,34,1
1066,59,34,34,34,2,2,59,34,59,34,1
1067,59,34,34,34,2,2,59,34,59,34,1
1068,59,34,34,34,2,2,59,34,59,34,1
1069,59,34,34,34,2,2,59,34,59,34,1
1070,59,34,34,34,2,2,59,34,59,34,1
1071,59,34,34,34,2,2,59,34,59,34,1
1072,59,34,34,34,2,2,59,34,59,34,1
1073,59,34,34,34,2,2,59,34,59,34,1
1074,59,34,34,34,2,2,59,34,59,34,1
1075,59,34,34,34,2,2,59,34,59,34,1
1076,59,34,34,34,2,2,59,34,59,34,1
1077,59,34,34,34,2,2,59,34,59,34,1
1078,59,34,34,34,2,2,59,34,59,34,1
1079,59,34,34,34,2,2,59,34,59,34,1
1080,59,34,34,34,2,2,59,34,59,34,1
1081,59,34,34,34,2,2,59,34,59,34,1
1082,59,34,34,34,2,2,59,34,59,34,1
1083,59,34,34,34,2,2,59,34,59,34,1
1084,59,34,34,34,2,2,59,34,59,34,1
1085,59,34,34,34,2,2,59,34,59,34,1
1086,59,34,34,34,2,2,59,34,59,34,1
1087,59,34,34,34,2,2,59,34,59,34,1
1088,59,34,34,34,2,2,59,34,59,34,1
1089,59,34,34,34,2,2,59,34,59,34,1
1090,59,34,34,34,2,2,59,34,59,34,1
1091,59,34,34,34,2,2,59,34,59,34,1
1092,59,34,34,34,2,2,59,34,59,34,1
1093,59,34,34,34,2,2,59,34,59,34,1
1094,59,34,34,34,2,2,59,34,59,34,1
1095,59,34,34,34,2,2,59,34,59,34,1
1096,59,34,34,34,2,2,59,34,59,34,1
1097,59,34,34,34,2,2,59,34,59,34,1
1098,59,34,34,34,2,2,59,34,59,34,1
1099,59,34,34,34,2,2,59,34,59,34,1
1100,59,34,34,34,2,2,59,34,59,34,1
1101,59,34,34,34,2,2,59,34,59,34,1
1102,59,34,34,34,2,2,59,34,59,34,1
1103,59,34,34,34,2,2,59,34,59,34,1
1104,59,34,34,34,2,2,59,34,59,34,1
1105,59,34,34,34,2,2,59,34,59,34,1
1106,59,34,34,34,2,2,59,34,59,34,1
1107,59,34,34,34,2,2,59,34,59,34,1
1108,59,34,34,34,2,2,59,34,59,34,1
1109,59,34,34,34,2,2,59,34,59,34,1
1110,59,34,34,34,2,2,59,34,59,34,1
1111,59,34,34,34,2,2,59,34,59,34,1
1112,59,34,34,34,2,2,59,34,59,34,1
1113,59,34,34,34,2,2,59,34,59,34,1
1114,59,34,34,34,2,2,59,34,59,34,1
1115,59,34,34,34,2,2,59,34,59,34,1
1116,59,34,34,34,2,2,59,34,59,34,1
1117,59,34,34,34,2,2,59,34,59,34,1
1118,59,34,34,34,2,2,59,34,59,34,1
1119,59,34,34,34,2,2,59,34,59,34,1
1120,59,34,34,34,2,2,59,34,59,34,1
1121,59,34,34,34,2,2,59,34,59,34,1
1122,70,240,188,158,241,170,212,126,56,156,0
1123,22,112,4,182,219,220,229,183,54,82,0
1124,125,166,138,76,249,74,173,213,208,274,0
1125,93,105,177,143,142,158,117,125,157,240,0
1126,254,56,92,51,195,76,25,241,9,228,0
1127,229,27,151,132,175,52,206,226,66,106,0
1128,275,63,58,261,107,180,78,74,66,183,0
1129,42,25,207,125,13,73,232,9,25,30,0
1130,197,19,228,1,11,188,242,166,120,157,0
1131,157,211,206,215,218,60,255,125,57,67,0
1132,131,93,105,52,112,38,181,127,70,228,0
1133,239,23,277,278,144,23,126,65,217,180,0
1134,100,109,129,78,261,269,99,232,176,172,0
1135,2,199,21,67,188,199,163,7,49,224,0
1136,138,63,263,127,214,171,12,82,180,31,0
1137,78,60,60,271,202,54,163,22,55,110,0
1138,20,71,158,25,83,36,145,196,190,180,0
1139,189,264,16,118,165,220,202,268,12,68,0
1140,144,252,159,103,174,176,125,263,221,125,0
1141,195,98,127,112,272,149,194,52,210,175,0
1142,228,81,204,107,171,6,77,120,127,167,0
1143,189,19,55,177,270,108,133,90,261,6,0
1144,95,6,91,231,11,221,237,79,174,104,0
1145,84,46,105,65,146,102,272,74,234,144,0
1146,184,198,258,98,109,5,120,254,245,243,0
1147,198,45,213,191,43,26,77,168,64,276,0
1148,146,83,27,195,249,234,35,108,211,95,0
1149,234,175,273,271,136,126,245,233,145,80,0
1150,154,157,189,59,170,89,103,263,34,95,0
1151,221,143,243,115,180,83,176,183,244,169,0
1152,23,161,71,227,142,77,242,121,228,188,0
